date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,year,month,day
2016-09-21,2144.97,2165.09,2139.57,2163.12,14049,2016,9,21
2016-09-22,2171.55,2179.99,2171.54,2177.18,11234,2016,9,22
2016-09-23,2173.29,2173.75,2163.97,2164.69,14044,2016,9,23
2016-09-26,2158.54,2158.54,2145.09,2146.1,13376,2016,9,26
2016-09-27,2145.96,2161.13,2141.55,2159.93,13630,2016,9,27
2016-09-28,2161.85,2172.37,2151.79,2171.37,14756,2016,9,28
2016-09-29,2168.9,2172.67,2145.2,2151.13,17082,2016,9,29
2016-09-30,2156.51,2175.3,2156.51,2168.27,14479,2016,9,30
2016-10-03,2164.33,2164.41,2154.77,2161.2,14155,2016,10,3
2016-10-04,2163.37,2165.46,2144.01,2150.49,15975,2016,10,4
2016-10-05,2155.15,2163.95,2155.15,2159.73,13609,2016,10,5
2016-10-06,2158.22,2162.93,2150.28,2160.77,14014,2016,10,6
2016-10-07,2164.19,2165.86,2144.85,2153.74,14345,2016,10,7
2016-10-10,2160.39,2169.6,2160.39,2163.66,12483,2016,10,10
2016-10-11,2161.35,2161.56,2128.84,2136.73,15413,2016,10,11
2016-10-12,2137.67,2145.36,2132.77,2139.18,13974,2016,10,12
2016-10-13,2129.71,2138.19,2114.74,2132.55,13310,2016,10,13
2016-10-14,2139.68,2149.19,2132.98,2132.98,14941,2016,10,14
2016-10-17,2132.95,2135.61,2124.43,2126.5,13346,2016,10,17
2016-10-18,2138.31,2144.38,2135.49,2139.6,12974,2016,10,18
2016-10-19,2140.81,2148.44,2138.15,2144.29,12813,2016,10,19
2016-10-20,2142.51,2147.18,2133.44,2141.34,14280,2016,10,20
2016-10-21,2139.43,2142.63,2130.09,2141.16,14158,2016,10,21
2016-10-24,2148.5,2154.79,2146.91,2151.33,12779,2016,10,24
2016-10-25,2149.72,2151.44,2141.93,2143.16,13685,2016,10,25
2016-10-26,2136.97,2145.73,2131.59,2139.43,14903,2016,10,26
2016-10-27,2144.06,2147.13,2132.52,2133.04,15367,2016,10,27
2016-10-28,2132.23,2140.72,2119.36,2126.41,16992,2016,10,28
2016-10-31,2129.78,2133.25,2125.53,2126.15,14341,2016,10,31
